STATE_ABBREVIATION,D,INCUMBENT,CANDIDATE_NAME,CANDIDATE_ID,PARTY,PRIMARY_VOTES,PRIMARY_%,GENERAL_VOTES,GENERAL_%,GE_WINNER_INDICATOR,COMMITTEE_ID,COMMITTEE_TYPE
PA,16,0,"Hartman, Christina",H6PA16296,D,51588.0,0.9964459553426562,134586.0,0.42818555789219165,0,C00580316,H
ID,01,1,"Labrador, Raul R.",H0ID01253,R,51568.0,0.8097608466937801,242252.0,0.6817144449103296,1,C00470948,H
MI,11,1,"Trott, David A.",H4MI11097,R,51221.0,1.0,200872.0,0.5293237203811452,1,C00548941,H
IL,06,0,"Howland, Amanda",H6IL06166,D,51101.0,0.6712510508617066,143591.0,0.4077598496078331,0,C00610923,H
IL,08,0,"DiCianni, Peter ""Pete""",H6IL08170,R,51047.0,0.9997453975714845,103617.0,0.4168507187081357,0,C00589036,H
CO,05,1,"Lamborn, Doug",H6CO05159,R,51018.0,0.6803670018403435,225445.0,0.6225801819316569,1,C00420745,H
IL,10,0,"Schneider, Brad",H2IL10068,D,50916.0,0.5373266637117711,150435.0,0.5260038601938488,1,C00495952,H
FL,24,1,"Wilson, Frederica",H0FL17068,D,50822.0,0.7837458555015807,,,1,C00460055,H
OK,01,1,"Bridenstine, Jim ",H2OK01143,R,50595.0,0.8075173569547522,,,1,C00502393,H
CA,08,1,"Cook, Paul ",H2CA08164,R,50425.0,0.4199388725567761,136972.0,0.6225801906302981,1,C00512202,H
PA,08,0,"Santarsiero, Steve ",H6PA08228,D,50416.0,0.5934505732514066,173555.0,0.4556899874495224,0,C00571455,H
IL,15,0,"McCarter, Kyle",H6IL15084,R,50245.0,0.39627894504385136,,,0,C00589739,H
TX,28,1,"Cuellar, Henry",H2TX23082,D,49993.0,0.8979272936274157,122086.0,0.6619208206373819,1,C00371302,H
CA,17,1,"Honda, Mike ",H0CA15148,D,49823.0,0.3740128516950425,90924.0,0.3899104600500875,0,C00351379,H
TX,32,1,"Sessions, Pete",H2TX03126,R,49813.0,0.6141791504839406,162868.0,0.71068328889781,1,C00303305,H
MI,06,1,"Upton, Fred",H6MI04113,R,49733.0,1.0,193259.0,0.5864063234870208,1,C00200584,H
PA,16,0,"Smucker, Lloyd K.",H6PA16320,R,49716.0,0.5387282735902215,168669.0,0.5366206727603025,1,C00599464,H
PA,09,1,"Shuster, Bill",H2PA09035,R,49393.0,0.5056613431613431,186580.0,0.6280378613456127,1,C00364935,H
GA,10,1,"Hice, Jody ",H0GA07125,R,49062.0,1.0,243725.0,0.9963779224973529,1,C00544445,H
OH,16,0,"Mundy, Keith ",H6OH16136,D,48907.0,1.0,119830.0,0.3467062472513483,0,C00607671,H
MO,05,1,"Cleaver, Emanuel, II",H4MO05234,D,48755.0,0.8820602815066758,190766.0,0.5882937058623986,1,C00395848,H
OH,12,0,"Albertson, Ed ",H6OH12127,D,48537.0,1.0,112638.0,0.2983519365143272,0,C00615518,H
CA,31,1,"Aguilar, Pete",H2CA31125,D,48518.0,0.4308115787604333,121070.0,0.5606753852993479,1,C00510461,H
OH,15,0,"Wharton, Scott",H2OH15095,D,48477.0,1.0,113960.0,0.33835401283227484,0,C00553552,H
MI,09,1,"Levin, Sander",H2MI17023,D,48393.0,1.0,199661.0,0.5791052135450656,1,C00156612,H
PA,09,0,"Halvorson, Art",H4PA09056,R,48166.0,0.4930999180999181,,,0,C00545681,H
IL,09,0,"Lasonde, Joan McCarthy",H6IL09145,R,47948.0,1.0,109550.0,0.33506857359580117,0,C00591149,H
MD,04,0,"Brown, Anthony G.",H6MD04209,D,47678.0,0.41595491306282334,237501.0,0.7406861063464837,1,C00574640,H
NJ,09,1,"Pascrell, Bill, Jr.",H6NJ08118,D,47671.0,1.0,162642.0,0.6973100899494945,1,C00313510,H
CA,18,0,"Fox, Richard B.",H4CA18094,R,47484.0,0.24398189301257314,93470.0,0.2885499953693699,0,C00559666,H
UT,02,1,"Chaffetz, Jason",H8UT03089,R,47439.0,0.7859213730720167,209589.0,0.73461383431766,1,C00431684,H
CA,48,0,"Savary, Suzanne",H6CA48237,D,47395.0,0.28885827995392405,127715.0,0.41680264738133777,0,C00588467,H
AL,01,0,"Young, Dean",H6AL01060,R,47319.0,0.3988822294717143,,,0,C00592667,H
GA,05,1,"Lewis, John R.",H6GA05217,D,47313.0,1.0,253781.0,0.8443914303491278,1,C00202416,H
ID,02,1,"Simpson, Mike ",H8ID02064,R,47116.0,0.7298243440007435,205292.0,0.629272584041663,1,C00331397,H
FL,19,0,"Rooney, Francis",H6FL19087,R,46821.0,0.5272813270718605,239225.0,0.6587208053617354,1,C00618223,H
GA,12,1,"Allen, Rick ",H2GA12121,R,46686.0,0.7895885128621442,159492.0,0.6160085279940675,1,C00504019,H
IN,03,0,"Banks, Jim",H6IN03229,R,46533.0,0.3429158867485151,201396.0,0.7011248159249704,1,C00577999,H
NJ,03,1,"MacArthur, Tom",H4NJ03130,R,46264.0,1.0,194596.0,0.5931719807352314,1,C00557520,H
NJ,07,0,"Jacob, Peter",H6NJ07151,D,46152.0,1.0,148188.0,0.4312366318913964,0,C00595694,H
TX,18,1,"Jackson Lee, Sheila",H4TX18054,D,46113.0,1.0,150157.0,0.7349540889245648,1,C00287904,H
KS,01,1,"Huelskamp, Tim",H6KS01146,R,45997.0,0.43440114840488825,874.0,,0,C00413096,H
NJ,08,1,"Sires, Albio",H6NJ13191,D,45988.0,0.8689934052644508,134733.0,0.7703915054691833,1,C00410753,H
WV,02,1,"Mooney, Alex X.",H4WV02080,R,45839.0,0.7312244767738643,140807.0,0.5818134488087466,1,C00506774,H
TX,08,0,"Toth, Steve ",H6TX08175,R,45436.0,0.37310515856722887,,,0,C00592071,H
CA,42,0,"Sheridan, Tim",H4CA42086,D,45389.0,0.37547876872678543,104689.0,0.41177881967935304,0,C00546580,H
WA,05,0,"Pakootas, Joe",H4WA05127,D,44999.0,0.31537523478455887,130575.0,0.40358973090927075,0,C00552786,H
WA,01,0,"Sutherland, Robert J.",H4WA01258,R,44970.0,0.30967875219502117,155779.0,0.4458497186589505,0,C00561878,H
IL,08,0,"Krishnamoorthi, Raja",H6IL08147,D,44950.0,0.5698529411764706,144954.0,0.5831492812918643,1,C00575092,H
MA,01,1,"Neal, Richard E.",H8MA02041,D,44857.0,0.9845049711388627,235803.0,0.7333573843297392,1,C00226522,H
WA,04,1,"Newhouse, Dan",H4WA04104,R,44720.0,0.45772773797338795,132517.0,0.5763638498775656,1,C00559393,H
TX,25,0,"Thomas, Kathi ",H6TX25179,D,44633.0,1.0,117073.0,0.37741621426452954,0,C00596841,H
NJ,11,1,"Frelinghuysen, Rodney P.",H2NJ05014,R,44618.0,0.7623490013156321,194299.0,0.5800108659311267,1,C00148684,H
TX,30,1,"Johnson, Eddie Bernice",H2TX00015,D,44527.0,0.6942266015996508,170502.0,0.7791670094047325,1,C00254573,H
GA,04,1,"Johnson, Henry C. ""Hank,"" Jr.",H6GA04129,D,44509.0,1.0,220146.0,0.7571945972160598,1,C00418293,H
TX,09,1,"Green, Al",H4TX09095,D,44487.0,1.0,152032.0,0.8064374108199,1,C00396028,H
CA,45,0,"Varasteh, Ron",H2CA48095,D,44449.0,0.2762540475702149,129231.0,0.4144024832531129,0,C00516922,H
TX,07,1,"Culberson, John",H0TX07055,R,44290.0,0.5729624838292368,143542.0,0.5617356662348895,1,C00343236,H
GA,14,1,"Graves, Tom ",H0GA09030,R,44260.0,0.7564777466329391,216743.0,0.9990320484160163,1,C00462556,H
IN,09,0,"Yoder, Shelli ",H2IN09167,D,44253.0,0.7011486968232591,130627.0,0.40461462692392275,0,C00583427,H
OH,14,0,"Lynch, Matt ",H4OH14110,R,44004.0,0.3550914680890553,,,0,C00556720,H
CO,03,1,"Tipton, Scott R.",H6CO03139,R,43992.0,0.7886414972571797,204220.0,0.5459887658172855,1,C00470757,H
IL,10,0,"Rotering, Nancy",H6IL10135,D,43842.0,0.462673336288229,,,0,C00574434,H
MD,08,0,"Raskin, Jamie",H6MD08457,D,43776.0,0.3356977983635346,220657.0,0.6056614442090008,1,C00575126,H
OH,07,0,"Rich, Roy ",H6OH07127,D,43683.0,1.0,89638.0,0.2895723834044574,0,C00589085,H
CO,02,1,"Polis, Jared",H8CO02137,D,43660.0,0.9698558322411533,260175.0,0.5689223112448394,1,C00435370,H
CA,11,0,"Petersen, Roger Allen",H6CA11169,R,43654.0,0.24667318374196903,83341.0,0.2794717798590921,0,C00608281,H
IN,04,0,"Dale, John",H4IN04172,D,43401.0,1.0,91256.0,0.30476165031359165,0,C00553438,H
NJ,05,0,"Gottheimer, Joshua S.",H6NJ05171,D,43250.0,1.0,172587.0,0.5110645215738182,1,C00573949,H
TX,23,0,"Gallego, Pete P.",H2TX23124,D,43223.0,0.8837071415428023,107526.0,0.4696176271482541,0,C00501908,H
MI,07,1,"Walberg, Tim",H4MI07103,R,43120.0,0.7516516464169296,184321.0,0.5505291108011481,1,C00390724,H
IN,03,0,"Tom, Kip ",H6IN03252,R,42732.0,0.3149051570398974,,,0,C00585810,H
OH,08,0,"Davidson, Warren  #",H6OH08315,R,42701.0,0.32179325832535777,223833.0,0.6876463106670845,1,C00600718,H
CA,24,0,"Fareed, Justin Donald ",H4CA24142,R,42521.0,0.2045203120641059,144780.0,0.46580913343671776,0,C00572560,H
PA,16,0,"Beiler, Chet",H6PA16312,R,42246.0,0.4577824975076936,,,0,C00596791,H
TX,27,1,"Farenthold, Blake",H0TX27061,R,42195.0,0.5590592911560119,142251.0,0.6169268800416341,1,C00473736,H
NJ,05,1,"Garrett, Scott",H8NJ05052,R,42179.0,0.8219623891649616,157690.0,0.46695153404935136,0,C00386110,H
TX,20,1,"Castro, Joaquin",H2TX35011,D,42163.0,1.0,149640.0,0.7973613116710805,1,C00497933,H
OK,03,1,"Lucas, Frank D.",H4OK06056,R,42027.0,0.779461404354761,227525.0,0.7829086592226829,1,C00287912,H
NJ,04,1,"Smith, Christopher H.",H8NJ04014,R,41789.0,0.9197737377294537,211992.0,0.6372172992990345,1,C00096412,H
WA,07,0,"Walkinshaw, Brady Piñero",H6WA07425,D,41773.0,0.2125819962036203,166744.0,0.44024353538180455,0,C00597732,H
TX,34,1,"Vela, Filemon B.",H2TX27190,D,41414.0,1.0,104638.0,0.626721210342535,1,C00513531,H
FL,06,1,"DeSantis, Ron",H2FL00292,R,41311.0,0.6103510430825602,213519.0,0.5856735332035,1,C00511568,H
CO,06,1,"Coffman, Mike",H8CO06138,R,41288.0,1.0,191626.0,0.5090790267177093,1,C00497180,H
CA,36,0,"Stone, Jeff",H6CA36182,R,41190.0,0.31605358869296996,88269.0,0.3794606585073318,0,C00603423,H
TX,35,1,"Doggett, Lloyd",H4TX10028,D,41189.0,1.0,124612.0,0.630704134105357,1,C00286500,H
WV,03,1,"Jenkins, Evan ",H4WV03070,R,41162.0,1.0,140741.0,0.6788194779387648,1,C00548271,H
FL,13,1,"Jolly, David W.",H4FL13101,R,41005.0,0.7510485924135025,171149.0,0.4809690817834882,0,C00551572,H
CA,46,0,"Correa, Lou",H6CA46116,D,40880.0,0.43689683549038677,115248.0,0.7001998869939791,1,C00578302,H
IN,09,0,"Hollingsworth, Trey",H6IN09176,R,40767.0,0.33549772861939564,174791.0,0.5414117698076155,1,C00590463,H
OR,05,0,"Willis, Colm",H6OR05143,R,40568.0,0.5755060929764083,160443.0,0.43001758204058876,0,C00592055,H
NJ,04,0,"Phillipson, Lorna",H6NJ04158,D,40528.0,1.0,111532.0,0.33524906517896863,0,C00607424,H
MN,05,1,"Ellison, Keith",H6MN05183,DFL,40380.0,0.9172269671088498,249964.0,0.6907334434981569,1,C00422410,H
MO,02,0,"Otto, Bill",H6MO02301,D,40379.0,1.0,155689.0,0.3767009600867175,0,C00577460,H
WI,08,0,"Gallagher, Mike",H6WI08155,R,40322.0,0.7446077707194564,227892.0,0.6264555500577272,1,C00610212,H
CA,44,0,"Hall, Isadore, III",H2CA35100,D,40200.0,0.40089353384658344,85289.0,0.4780425193231435,0,C00497859,H
TX,16,1,"O'Rourke, Beto",H2TX16185,D,40051.0,0.8557905982905983,150228.0,0.8573238447973794,1,C00501197,H
NJ,02,1,"LoBiondo, Frank A.",H2NJ02037,R,39913.0,1.0,176338.0,0.5921456035191994,1,C00269340,H
TX,23,1,"Hurd, Will ",H0TX23086,R,39870.0,0.8220957565260423,110577.0,0.4829428078527286,1,C00545467,H
CA,27,0,"Orswell, Jack",H2CA27198,R,39574.0,0.28098352042374025,81655.0,0.3257963867343356,0,C00553941,H
OH,01,0,"Young, Michele",H6OH01096,D,39535.0,0.6796224987966719,144644.0,0.40769135370982107,0,C00608133,H
IN,02,0,"Coleman, Lynn C.",H6IN02155,D,39372.0,0.7375105366676032,102401.0,0.36920286850521167,0,C00597641,H
FL,05,0,"Lawson, Al ",H0FL02086,D,39306.0,0.475922943733427,194549.0,0.6423430205299894,1,C00460261,H
IN,08,0,"Moss, Richard",H6IN08228,R,39168.0,0.34953639665527364,,,0,C00592279,H
AK,00,1,"Young, Don",H6AK00045,R,38998.0,0.7151921948356808,155088.0,0.5032089760478653,1,C00012229,H
MD,04,0,"Ivey, Glenn F.",H2MD04232,D,38966.0,0.33994922485016094,,,0,C00505065,H
AZ,09,1,"Sinema, Kyrsten",H2AZ09019,D,38948.0,1.0,169055.0,0.6091918402058326,1,C00508804,H
FL,04 ,0,"Rutherford, John ",H6FL04105,R,38784.0,0.38658360328930974,287509.0,0.7018200370061173,1,C00615294,H
FL,07,1,"Mica, John ",H2FL08055,R,38528.0,0.771563031941524,171583.0,0.48517057584368944,0,C00283051,H
TN,07,1,"Blackburn, Marsha",H2TN06030,R,38490.0,1.0,200407.0,0.7221535567703135,1,C00376939,H
CA,25,0,"Caforio, Bryan",H6CA25177,D,38382.0,0.2904602624449456,122406.0,0.46869938467075867,0,C00597724,H
CA,03,0,"Cleek, N. Eugene",H6CA03117,R,37843.0,0.24262688174800606,104453.0,0.4064856829308158,0,C00576348,H
IL,06,0,"Kinzler, Gordan (Jay)",H6IL06158,R,37834.0,0.31221838947663766,,,0,C00590166,H
GA,01,1,"Carter, Earl ""Buddy""",H4GA01039,R,37758.0,1.0,210243.0,0.9958837015423093,1,C00543967,H
CA,24,0,"Achadjian, K.H. Katcho",H6CA24295,R,37716.0,0.18140890594788028,,,0,C00575886,H
CA,23,0,"Reed, Wendy ",H6CA23206,D,37696.0,0.27448410444609495,74468.0,0.30824889065501027,0,C00592220,H
KS,03,1,"Yoder, Kevin",H0KS03137,R,37681.0,0.63603065289312,176022.0,0.5130146628078797,1,C00472365,H
MA,07,1,"Capuano, Michael E.",H8MA08071,D,37547.0,0.9825713762332191,253354.0,0.9861547384113565,1,C00336388,H
WA,07,0,"McDermott, Joe",H6WA07441,D,37495.0,0.19081133621369648,,,0,C00605493,H
NM,02,0,"Soules, Merrie Lee",H6NM02101,D,37455.0,1.0,85232.0,0.3724898062643947,0,C00607762,H
CA,21,1,"Valadao, David",H2CA20094,R,37367.0,0.5402509903709916,75126.0,0.5673826354903027,1,C00499392,H
OH,03,0,"Adams, John",H0OH15099,R,36851.0,1.0,91560.0,0.3142601192376206,0,C00565721,H
OH,14,0,"Wager, Michael",H4OH14102,D,36796.0,0.6661356312683298,130907.0,0.37373275967898956,0,C00538637,H
NM,02,1,"Pearce, Steve",H2NM02126,R,36722.0,1.0,143515.0,0.6272042724098297,1,C00463836,H
NH,02,1,"Kuster, Ann McLane",H0NH02181,D,36683.0,0.9932578793458248,174495.0,0.4974301083544997,1,C00462861,H
WA,06,0,"Bloom, Todd A.",H6WA06211,R,36659.0,0.24507464083485422,126116.0,0.3846946930458708,0,C00620245,H
CA,05,0,"Santamaria, Carlos",H6CA05336,R,36430.0,0.19203905092751225,67565.0,0.23131489843918504,0,C00610006,H
CO,02,0,"Morse, Nicholas",H6CO02149,R,36417.0,1.0,170001.0,0.37173964383178226,0,C00591164,H
GA,13,1,"Scott, David ",H2GA13012,D,36214.0,1.0,252833.0,1.0,1,C00369801,H
CA,02,0,"Mensing, Dale K.",H4CA02098,R,36187.0,0.15653170689506013,76572.0,0.2314990053391219,0,C00543553,H
KY,05,1,"Rogers, Harold ""Hal""",H0KY05015,R,35984.0,0.8243190616910636,221242.0,1.0,1,C00116632,H
CA,01,0,"Montes, Joe",H6CA01186,R,35875.0,0.16989003911614559,,,0,C00608265,H
MS,02,0,"Bouie, John, II",H6MS02162,R,35871.0,1.0,83542.0,0.29146692902946697,0,C00606871,H
AZ,03,1,"Grijalva, Raúl",H2AZ07070,D,35844.0,1.0,148973.0,0.9863475353394908,1,C00374058,H
CO,03,0,"Schwartz, Gail",H6CO03170,D,35823.0,1.0,150914.0,0.40347345316105093,0,C00614073,H
FL,01,0,"Gaetz, Matt",H6FL01119,R,35689.0,0.3612137283280872,255107.0,0.690998575243915,1,C00612432,H
TN,09,1,"Cohen, Steve",H6TN09068,D,35645.0,0.8554526255159834,171631.0,0.7874534885321417,1,C00422980,H
CA,10,0,"Eggman, Michael  ",H4CA10075,D,35413.0,0.2757828501117523,116470.0,0.48299542591264033,0,C00543843,H
MD,08,0,"Trone, David",H6MD08549,D,35400.0,0.27146614725121354,,,0,C00607952,H
TN,01,1,"Roe, Phil",H6TN01388,R,35350.0,0.8216535341561491,198293.0,0.7836893587590159,1,C00444471,H
CO,07,1,"Perlmutter, Ed",H6CO07023,D,35196.0,1.0,199758.0,0.5518024363967846,1,C00410639,H
WY,00,0,"Cheney, Liz",H6WY00159,R,35043.0,0.39784518970958876,156176.0,0.6202974072191154,1,C00607556,H
GA,08,1,"Scott, Austin ",H0GA08099,R,34919.0,0.777584786336206,173983.0,0.676429193493204,1,C00482737,H
IL,01,0,"Brookins, Howard B., Jr.",H6IL01167,D,34645.0,0.1927474227090902,,,0,C00592725,H
PA,17,0,"Connolly, Matt",H4PA17141,R,34263.0,0.6239733386753109,135430.0,0.4614766024581645,0,C00558791,H
WI,05,1,"Sensenbrenner, F. James., Jr.",H8WI09050,R,34203.0,0.9970848030784479,260706.0,0.6670333943977649,1,C00083428,H
CA,15,0,"Turner, Danny R.",H6CA15152,R,34032.0,0.2349708288742362,70619.0,0.2623320467910118,0,C00611855,H
NJ,02,0,"Cole, David H.",H4NJ02157,D,33961.0,0.8106604922063352,110838.0,0.3721956379388506,0,C00608968,H
CA,19,0,"Lancaster, G. Burt",H6CA19121,R,33889.0,0.239224350919795,64061.0,0.26055567531511453,0,C00614511,H
FL,02,0,"Dunn, Neal",H6FL02208,R,33886.0,0.41379899865673464,231163.0,0.6732340794846255,1,C00582304,H
PA,08,0,"Naughton, Shaughnessy",H4PA08116,D,33864.0,0.3986157214492549,,,0,C00544288,H
IN,03,0,"Brown, Elizabeth ""Liz""",H6IN03237,R,33654.0,0.24800660289761087,,,0,C00578328,H
MI,01,0,"Bergman, Jack",H6MI01226,R,33632.0,0.38634379451362405,197777.0,0.5489673051674989,1,C00614214,H
TX,21,0,"McCall, Matt",H4TX21041,R,33624.0,0.2891466801964106,,,0,C00543025,H
CA,50,0,"Malloy, Patrick",H6CA50258,D,33348.0,0.21754985680642447,103646.0,0.3654873529090249,0,C00607325,H
MN,04,1,"McCollum, Betty ",H0MN04049,DFL,33336.0,0.9399954883825852,203299.0,0.5776458754801901,1,C00354688,H
WI,03,1,"Kind, Ron ",H6WI03099,D,33320.0,0.8123659059879071,257401.0,0.9885969965817875,1,C00312017,H
TX,27,0,"Deeb, Gregg",H6TX27084,R,33280.0,0.44094070884398806,,,0,C00581223,H
TN,06,1,"Black, Diane",H0TN06257,R,33215.0,0.6365587688533701,202234.0,0.710865056768252,1,C00472878,H
AL,02,0,"Gerritson, Becky",H6AL02142,R,33015.0,0.2784665991902834,,,0,C00588244,H
NJ,03,0,"LaVergne, Frederick John",H4NJ03163,D,32963.0,0.6279982472518051,127526.0,0.3887276717673596,0,C00611418,H
CA,20,0,"Lucius, Casey ",H6CA20145,R,32726.0,0.19841394948404856,74811.0,0.29246924246748324,0,C00578732,H
NH,01,1,"Shea-Porter, Carol ",H6NH01230,D,32409.0,0.9882299130965086,162080.0,0.442860890093556,1,C00419978,H
NE,02,0,"Bacon, Don",H6NE02125,R,32328.0,0.6596877869605142,141066.0,0.48928923234873817,1,C00575167,H
IL,07,0,"Day, Thomas ",H6IL07289,D,32261.0,0.18793107465747041,,,0,C00581454,H
FL,05,1,"Brown, Corrine",H2FL03056,D,32235.0,0.3903062151133928,,,0,C00272732,H
FL,02,0,"Thomas, Mary",H6FL02190,R,32178.0,0.39294175112956403,,,0,C00581397,H
TN,05,1,"Cooper, Jim",H2TN05131,D,32103.0,1.0,171111.0,0.6255337349749949,1,C00376665,H
GA,06,1,"Price, Tom ",H4GA06087,R,32021.0,1.0,201088.0,0.6168248953236913,1,C00386755,H
TN,03,1,"Fleischmann, Chuck",H0TN03254,R,31964.0,0.8389721515000393,176613.0,0.6639436704435239,1,C00461822,H
NJ,07,1,"Lance, Leonard",H6NJ12136,R,31807.0,0.5390468765888214,185850.0,0.5408354795058711,1,C00444224,H
OH,08,0,"Derickson, Timothy S.",H6OH08182,R,31685.0,0.23877706353572425,,,0,C00589333,H
OK,02,0,"Harris-Till, Joshua",H4OK02170,D,31681.0,0.5996441617928189,62387.0,0.23203406850894484,0,C00562215,H
MI,01,0,"Johnson, Lon",H6MI01200,D,31677.0,0.7164148724443641,144334.0,0.40062619528077476,0,C00581231,H
PA,14,0,"Brooks, Janis C.",H2PA14092,D,31659.0,0.23312616898131103,,,0,C00510917,H
FL,16,0,"Schneider, Jan",H2FL13139,D,31387.0,0.7623940343462314,155262.0,0.4023207122793561,0,C00392183,H
MD,08,0,"Matthews, Kathleen",H6MD08481,D,31186.0,0.23915093977899282,,,0,C00578856,H
MA,09,1,"Keating, William Richard ",H0MA10082,D,31074.0,0.9931285755377289,211790.0,0.5574961502520434,1,C00479063,H
CA,24,0,"Schneider, Helene",H6CA24311,D,31046.0,0.14932709974700104,,,0,C00576009,H
CA,16,0,"Tacherra, Johnny M.",H2CA16100,R,31028.0,0.32844636865003335,70483.0,0.41965157541260806,0,C00547885,H
MI,13,1,"Conyers, John, Jr.",H6MI01028,D,30971.0,0.608037537301712,198771.0,0.7710369011276315,1,C00409797,H
CA,45,0,"Raths, Greg ",H4CA45089,R,30961.0,0.1924250616846593,,,0,C00547109,H
WA,03,0,"Moeller, Jim",H6WA03218,D,30848.0,0.24398307430695615,119820.0,0.3824730190853462,0,C00617993,H
AZ,01,0,"O'Halleran, Tom",H6AZ01199,D,30833.0,0.5876870294482036,142219.0,0.5066403049410424,1,C00582890,H
CO,06,0,"Carroll, Morgan",H6CO06058,D,30704.0,1.0,160372.0,0.4260487703796587,0,C00580647,H
IL,04,0,"Salas, Javier",H6IL04146,D,30640.0,0.24825999238366864,,,0,C00581694,H
IN,07,0,"Ping, Catherine (CAT)",H8IN07259,R,30514.0,0.5306782608695653,94456.0,0.35688215513658517,0,C00568774,H
FL,27,1,"Ros-Lehtinen, Ileana",H0FL18025,R,30485.0,0.8047782470960929,157917.0,0.5489385665173093,1,C00280537,H
IN,09,0,"Houchin, Erin",H6IN09143,R,30396.0,0.2501481335176773,,,0,C00581298,H
FL,02,0,"Dartland, Walter",H6FL02257,D,30115.0,0.5011065444198546,102801.0,0.2993953902878012,0,C00621052,H
MI,10,0,"Mitchell, Paul ",H4MI04118,R,30114.0,0.37950850661625707,215132.0,0.6309170838428896,1,C00561423,H
MA,05,1,"Clark, Katherine M.",H4MA05084,D,30066.0,0.9850922315782575,285606.0,0.9855041458625913,1,C00541888,H
CA,47,0,"Whallon, Andy",H4CA47069,R,30054.0,0.21933704076717608,88109.0,0.36278554605794094,0,C00552604,H
FL,02,0,"Crapps, Steve",H6FL02265,D,29982.0,0.4988934555801454,,,0,C00621441,H
GA,11,1,"Loudermilk, Barry",H4GA11061,R,29903.0,0.6027493902561932,217935.0,0.6740577388206038,1,C00543892,H
WI,06,1,"Grothman, Glenn",H4WI06048,R,29795.0,0.9964882943143812,204147.0,0.5715473580769521,1,C00561597,H
AZ,07,1,"Gallego, Ruben",H4AZ07043,D,29705.0,1.0,119465.0,0.7522463809181984,1,C00558627,H
OH,04,0,"Garrett, Janet",H4OH04046,D,29679.0,0.667348728441976,98981.0,0.3201113813355411,0,C00560847,H
CA,52,0,"Gitsham, Denise",H6CA52130,R,29658.0,0.16162221665158963,139403.0,0.43474315153934434,0,C00591685,H
TX,21,0,"Wakely, Tom",H6TX21228,D,29632.0,0.5899615744519879,129765.0,0.36447668882765827,0,C00589374,H
CO,07,0,"Athanasopoulos, George",H6CO07106,R,29614.0,1.0,144066.0,0.3979613822822574,0,C00610279,H
WI,07,1,"Duffy, Sean",H0WI07051,R,29501.0,0.8944847033140293,223418.0,0.6167151110632648,1,C00464339,H
MI,11,0,"Kumar, Anil ",H4MI11089,D,29349.0,1.0,152461.0,0.4017544691795261,0,C00548925,H
IN,08,0,"Drake, Ron",H6IN08244,D,29270.0,0.5005472330528764,93356.0,0.316769195793874,0,C00609156,H
CA,43,0,"Navarro, Omar",H6CA44145,R,29152.0,0.23883140397014607,52499.0,0.2391579657063722,0,C00592048,H
IA,04,1,"King, Steve",H2IA05072,R,29098.0,0.6463493191763477,226719.0,0.6123254262556751,1,C00373563,H
OK,04,1,"Cole, Tom",H2OK04055,R,28813.0,0.7138645260393439,204143.0,0.6962846491512301,1,C00379735,H
MI,08,0,"Gilbert, Melissa  #",H6MI08247,D,28810.0,1.0,,,0,C00583294,H
FL,23,1,"Schultz, Debbie Wasserman",H4FL20023,D,28809.0,0.5680455871914188,183225.0,0.5670493934142115,1,C00385773,H
TN,02,1,"Duncan, John J., Jr.",H8TN02069,R,28806.0,1.0,212455.0,0.7564552653317003,1,C00229104,H
AZ,02,0,"Steele, Victoria",H6AZ02171,D,28658.0,0.47231973629995877,,,0,C00580712,H
MD,01,0,"Ireton, Jim",H6MD01221,D,28547.0,0.4898586038849612,,,0,C00606004,H
MD,02,0,"McDonough, Pat",H6MD02211,R,28397.0,0.714192298986444,102577.0,0.3314495282409203,0,C00607507,H
MA,06,1,"Moulton, Seth",H4MA06090,D,28206.0,0.990622695184912,308923.0,0.9836589132476795,1,C00547240,H
OR,05,0,"McTeague, Dave",H6OR05176,D,28184.0,0.27803920408022337,,,0,C00610873,H
CA,09,0,"Amador, Antonio C. ""Tony""",H0CA11337,R,28161.0,0.21727993086793151,98992.0,0.4264047726734294,0,C00553289,H
ME,01,1,"Pingree, Chellie",H8ME01120,D,28143.0,1.0,227546.0,0.5798960730495858,1,C00433391,H
MO,05,0,"Turk, Jacob ",H6MO05189,R,28096.0,0.6803399762694626,123771.0,0.3816911832731983,0,C00563668,H
MO,04,0,"Webb, John E.",H4MO04138,R,28037.0,0.27516930022573366,,,0,C00565523,H
TX,31,0,"Clark, Mike ",H6TX31045,D,28002.0,1.0,103852.0,0.3649205166767397,0,C00592816,H
NM,01,0,"Priem, Richard Gregory",H4NM01124,R,27973.0,1.0,96879.0,0.34852698341889504,0,C00553420,H
DE,00,0,"Rochester, Lisa Blunt",H6DE00206,D,27920.0,0.43765871398564127,233554.0,0.5552348801825789,1,C00590778,H
TX,19,0,"Robertson, Glen ",H6TX19131,R,27868.0,0.2675858890403856,,,0,C00590117,H
FL,18,0,"Perkins, Randy ",H6FL18147,D,27861.0,0.6036791471658867,161918.0,0.43072691384823286,0,C00592261,H
WA,09,0,"Basler, Doug",H4WA09061,R,27848.0,0.23356733680564293,76317.0,0.27112568476847543,0,C00566232,H
MI,01,0,"Casperson, Tom",H8MI01107,R,27813.0,0.3194986904378992,,,0,C00435420,H
TX,24,0,"McDowell, Jan",H6TX24149,D,27803.0,1.0,108389.0,0.3932338055762149,0,C00588558,H
